TREEID,ONSTREET,CROSSSTREE,CROSSSTR_1,TREECONDIT,DIAMETER,SPECIES,BOROUGH,ZIPCODE
80913,WEST  129 STREET,LENOX AVENUE,ADAM C POWELL BOULEVARD,1,2,QUPA,Manhattan,10027
80917,WEST  131 STREET,LENOX AVENUE,ADAM C POWELL BOULEVARD,2,7,STJA2,Manhattan,10027
80923,WEST  129 STREET,LENOX AVENUE,ADAM C POWELL BOULEVARD,2,3,PYCA,Manhattan,10027
80918,WEST  129 STREET,LENOX AVENUE,ADAM C POWELL BOULEVARD,2,3,PYCA,Manhattan,10027
80924,WEST  131 STREET,LENOX AVENUE,ADAM C POWELL BOULEVARD,2,7,GLTR,Manhattan,10027
80932,WEST  131 STREET,LENOX AVENUE,ADAM C POWELL BOULEVARD,2,5,GLTR,Manhattan,10027
80934,WEST  129 STREET,LENOX AVENUE,ADAM C POWELL BOULEVARD,2,4,PYCA,Manhattan,10027
80941,WEST  131 STREET,LENOX AVENUE,ADAM C POWELL BOULEVARD,2,7,GLTR,Manhattan,10027
80930,WEST  129 STREET,LENOX AVENUE,ADAM C POWELL BOULEVARD,2,3,PRCE,Manhattan,10027
80936,WEST  131 STREET,LENOX AVENUE,ADAM C POWELL BOULEVARD,3,5,GLTR,Manhattan,10027
80947,WEST  131 STREET,LENOX AVENUE,ADAM C POWELL BOULEVARD,2,7,GLTR,Manhattan,10027
80944,LENOX AVENUE,WEST  130 STREET,WEST  129 STREET,2,6,ULAM,Manhattan,10026
80949,LENOX AVENUE,WEST  130 STREET,WEST  129 STREET,2,7,ULAM,Manhattan,10026
80955,LENOX AVENUE,WEST  130 STREET,WEST  129 STREET,2,8,PYCA,Manhattan,10027
80967,LENOX AVENUE,WEST  130 STREET,WEST  129 STREET,2,3,PYCA,Manhattan,10026
80970,WEST  131 STREET,LENOX AVENUE,ADAM C POWELL BOULEVARD,2,4,GLTR,Manhattan,10027
80958,LENOX AVENUE,WEST  130 STREET,WEST  129 STREET,2,7,PYCA,Manhattan,10027
80961,WEST  131 STREET,LENOX AVENUE,ADAM C POWELL BOULEVARD,4,0,,Manhattan,10027
80965,WEST  131 STREET,LENOX AVENUE,ADAM C POWELL BOULEVARD,4,0,,Manhattan,10027
80973,LENOX AVENUE,WEST  130 STREET,WEST  129 STREET,4,4,,Manhattan,10027
80976,WEST  131 STREET,LENOX AVENUE,ADAM C POWELL BOULEVARD,2,17,STJA2,Manhattan,10027
80981,WEST  131 STREET,LENOX AVENUE,ADAM C POWELL BOULEVARD,2,8,PYCA,Manhattan,10027
80977,LENOX AVENUE,WEST  130 STREET,WEST  129 STREET,4,3,,Manhattan,10027
80982,LENOX AVENUE,WEST  130 STREET,WEST  129 STREET,2,3,PYCA,Manhattan,10026
80985,LENOX AVENUE,WEST  130 STREET,WEST  129 STREET,4,4,,Manhattan,10026
80992,LENOX AVENUE,WEST  130 STREET,WEST  129 STREET,2,6,ZESE,Manhattan,10026
80994,WEST  131 STREET,LENOX AVENUE,ADAM C POWELL BOULEVARD,2,10,QUPA,Manhattan,10027
80986,WEST  131 STREET,LENOX AVENUE,ADAM C POWELL BOULEVARD,2,3,PYCA,Manhattan,10027
80991,LENOX AVENUE,WEST  130 STREET,WEST  129 STREET,2,6,ZESE,Manhattan,10026
80995,LENOX AVENUE,WEST  130 STREET,WEST  129 STREET,2,6,ZESE,Manhattan,10026
80998,WEST  131 STREET,LENOX AVENUE,ADAM C POWELL BOULEVARD,2,6,STJA2,Manhattan,10027
80999,LENOX AVENUE,WEST  126 STREET,WEST  127 STREET,2,6,QURU,Manhattan,10026
81002,LENOX AVENUE,WEST  126 STREET,WEST  127 STREET,2,8,PYCA,Manhattan,10026
81005,WEST  131 STREET,LENOX AVENUE,ADAM C POWELL BOULEVARD,3,10,ACPL,Manhattan,10027
81006,LENOX AVENUE,WEST  126 STREET,WEST  127 STREET,2,7,PYCA,Manhattan,10027
81012,LENOX AVENUE,WEST  126 STREET,WEST  127 STREET,2,7,QURU,Manhattan,10027
81015,LENOX AVENUE,WEST  126 STREET,WEST  127 STREET,2,3,PYCA,Manhattan,10027
81018,LENOX AVENUE,WEST  126 STREET,WEST  127 STREET,2,3,PYCA,Manhattan,10027
81022,LENOX AVENUE,WEST  126 STREET,WEST  127 STREET,2,3,PYCA,Manhattan,10027
81025,LENOX AVENUE,WEST  126 STREET,WEST  127 STREET,2,2,PYCA,Manhattan,10027
81029,LENOX AVENUE,WEST  126 STREET,WEST  127 STREET,2,3,PYCA,Manhattan,10027
81032,LENOX AVENUE,WEST  126 STREET,WEST  127 STREET,2,4,PYCA,Manhattan,10027
81070,LENOX AVENUE,WEST  128 STREET,WEST  127 STREET,2,7,QUPA,Manhattan,10027
81077,LENOX AVENUE,WEST  128 STREET,WEST  127 STREET,2,6,TICO,Manhattan,10027
81083,LENOX AVENUE,WEST  128 STREET,WEST  127 STREET,2,6,PYCA,Manhattan,10027
81074,LENOX AVENUE,WEST  128 STREET,WEST  127 STREET,2,5,TICO,Manhattan,10027
81079,LENOX AVENUE,WEST  128 STREET,WEST  127 STREET,2,5,TICO,Manhattan,10027
81085,LENOX AVENUE,WEST  128 STREET,WEST  127 STREET,2,5,QUPA,Manhattan,10027
81089,WEST  132 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,0,PYCA,Manhattan,10027
81093,LENOX AVENUE,WEST  128 STREET,WEST  127 STREET,2,2,TICO,Manhattan,10027
81098,LENOX AVENUE,WEST  128 STREET,WEST  127 STREET,2,2,TICO,Manhattan,10027
81101,WEST  132 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,3,12,PYCA,Manhattan,10027
81105,WEST  132 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,7,GLTR,Manhattan,10027
81087,LENOX AVENUE,WEST  128 STREET,WEST  127 STREET,2,2,TICO,Manhattan,10027
81091,LENOX AVENUE,WEST  128 STREET,WEST  127 STREET,2,1,TICO,Manhattan,10027
81095,LENOX AVENUE,WEST  128 STREET,WEST  127 STREET,2,2,TICO,Manhattan,10027
81100,LENOX AVENUE,WEST  128 STREET,WEST  127 STREET,2,3,TICO,Manhattan,10027
81104,LENOX AVENUE,WEST  128 STREET,WEST  127 STREET,2,1,TICO,Manhattan,10027
81108,WEST  132 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,6,0,,Manhattan,10027
81110,LENOX AVENUE,WEST  122 STREET,WEST  123 STREET,2,6,PYCA,Manhattan,10027
81113,LENOX AVENUE,WEST  122 STREET,WEST  123 STREET,2,6,PYCA,Manhattan,10027
81109,WEST  132 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,11,PYCA,Manhattan,10027
81111,WEST  132 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,7,QUPA,Manhattan,10027
81114,LENOX AVENUE,WEST  122 STREET,WEST  123 STREET,2,4,GIBI,Manhattan,10027
81117,LENOX AVENUE,WEST  122 STREET,WEST  123 STREET,2,4,GIBI,Manhattan,10027
81119,LENOX AVENUE,WEST  122 STREET,WEST  123 STREET,2,4,GIBI,Manhattan,10027
81123,WEST  132 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,3,8,GLTR,Manhattan,10027
81126,LENOX AVENUE,WEST  124 STREET,WEST  123 STREET,2,4,QURU,Manhattan,10027
81130,LENOX AVENUE,WEST  124 STREET,WEST  123 STREET,2,4,CR,Manhattan,10027
81115,WEST  132 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,3,7,GLTR,Manhattan,10027
81118,LENOX AVENUE,WEST  122 STREET,WEST  123 STREET,2,5,GIBI,Manhattan,10027
81122,LENOX AVENUE,WEST  124 STREET,WEST  123 STREET,2,4,CR,Manhattan,10027
81124,LENOX AVENUE,WEST  124 STREET,WEST  123 STREET,2,4,CR,Manhattan,10027
81129,LENOX AVENUE,WEST  124 STREET,WEST  123 STREET,2,4,CR,Manhattan,10027
81133,LENOX AVENUE,WEST  124 STREET,WEST  123 STREET,2,6,PYCA,Manhattan,10027
81140,WEST  128 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,1,GLTR,Manhattan,10027
81144,WEST  128 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,9,FRPE,Manhattan,10027
81135,LENOX AVENUE,WEST  124 STREET,WEST  123 STREET,2,5,PYCA,Manhattan,10027
81143,WEST  128 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,1,FRPE,Manhattan,10027
81146,WEST  128 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,13,FRPE,Manhattan,10027
81149,WEST  128 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,5,FRPE,Manhattan,10027
81152,LENOX AVENUE,WEST  122 STREET,WEST  123 STREET,3,7,PYCA,Manhattan,10027
81160,WEST  128 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,11,FRPE,Manhattan,10027
81147,LENOX AVENUE,WEST  122 STREET,WEST  123 STREET,2,6,PYCA,Manhattan,10027
81151,WEST  128 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,6,FRPE,Manhattan,10027
81155,WEST  128 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,10,FRPE,Manhattan,10026
81157,WEST  128 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,10,FRPE,Manhattan,10027
81162,WEST  128 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,8,FRPE,Manhattan,10027
81166,WEST  128 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,6,FRPE,Manhattan,10027
81168,WEST  128 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,10,FRPE,Manhattan,10027
81172,WEST  128 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,4,PYCA,Manhattan,10027
81176,WEST  128 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,15,GLTR,Manhattan,10027
81179,LENOX AVENUE,WEST  124 STREET,WEST  123 STREET,3,4,CR,Manhattan,10027
81186,WEST  128 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,7,0,,Manhattan,10027
81189,LENOX AVENUE,WEST  124 STREET,WEST  123 STREET,3,3,CR,Manhattan,10027
81194,WEST  128 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,5,PYCA,Manhattan,10027
81199,LENOX AVENUE,WEST  124 STREET,WEST  123 STREET,3,9,GLTR,Manhattan,10027
81195,LENOX AVENUE,WEST  124 STREET,WEST  123 STREET,2,11,PLAC,Manhattan,10027
81211,LENOX AVENUE,WEST  124 STREET,WEST  123 STREET,3,5,CR,Manhattan,10027
81204,LENOX AVENUE,WEST  124 STREET,WEST  123 STREET,2,7,ACPL,Manhattan,10027
81228,LENOX AVENUE,WEST  124 STREET,WEST  125 STREET,3,7,PYCA,Manhattan,10027
81251,ADAM C POWELL BOULEVARD,WEST  130 STREET,WEST  129 STREET,2,1,ULAM,Manhattan,10027
81258,ADAM C POWELL BOULEVARD,WEST  130 STREET,WEST  129 STREET,2,4,PLAC,Manhattan,10027
81217,LENOX AVENUE,WEST  124 STREET,WEST  125 STREET,2,6,QURU,Manhattan,10027
81234,LENOX AVENUE,WEST  124 STREET,WEST  125 STREET,3,6,PYCA,Manhattan,10027
81248,ADAM C POWELL BOULEVARD,WEST  130 STREET,WEST  129 STREET,2,10,ZESE,Manhattan,10027
81255,ADAM C POWELL BOULEVARD,WEST  130 STREET,WEST  129 STREET,2,5,PLAC,Manhattan,10027
81263,ADAM C POWELL BOULEVARD,WEST  130 STREET,WEST  129 STREET,2,4,PLAC,Manhattan,10027
81267,ADAM C POWELL BOULEVARD,WEST  130 STREET,WEST  129 STREET,2,5,PLAC,Manhattan,10027
81274,LENOX AVENUE,WEST  124 STREET,WEST  125 STREET,3,7,PYCA,Manhattan,10026
81266,ADAM C POWELL BOULEVARD,WEST  130 STREET,WEST  129 STREET,2,6,PLAC,Manhattan,10027
81272,ADAM C POWELL BOULEVARD,WEST  130 STREET,WEST  129 STREET,2,6,PLAC,Manhattan,10027
81277,ADAM C POWELL BOULEVARD,WEST  130 STREET,WEST  129 STREET,2,11,GIBI,Manhattan,10027
81282,LENOX AVENUE,WEST  124 STREET,WEST  125 STREET,2,5,QURU,Manhattan,10026
81288,ADAM C POWELL BOULEVARD,WEST  130 STREET,WEST  129 STREET,2,20,PLAC,Manhattan,10027
81295,ADAM C POWELL BOULEVARD,WEST  130 STREET,WEST  129 STREET,2,8,GIBI,Manhattan,10027
81300,ADAM C POWELL BOULEVARD,WEST  130 STREET,WEST  129 STREET,2,8,GIBI,Manhattan,10027
81309,WEST  130 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,7,0,,Manhattan,10027
81279,ADAM C POWELL BOULEVARD,WEST  130 STREET,WEST  129 STREET,2,23,PLAC,Manhattan,10027
81283,ADAM C POWELL BOULEVARD,WEST  130 STREET,WEST  129 STREET,2,7,QUPA,Manhattan,10027
81290,ADAM C POWELL BOULEVARD,WEST  130 STREET,WEST  129 STREET,2,23,PLAC,Manhattan,10027
81297,ADAM C POWELL BOULEVARD,WEST  130 STREET,WEST  129 STREET,2,7,GLTR,Manhattan,10027
81306,WEST  130 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,7,0,,Manhattan,10027
81314,WEST  130 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,3,GIBI,Manhattan,10027
81321,WEST  130 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,2,GIBI,Manhattan,10027
81327,WEST  130 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,11,GIBI,Manhattan,10027
81319,WEST  130 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,11,GIBI,Manhattan,10027
81325,WEST  130 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,11,GIBI,Manhattan,10027
81330,WEST  130 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,13,PLAC,Manhattan,10027
81337,WEST  130 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,11,GIBI,Manhattan,10027
81344,FRED DOUGLASS BOULEVARD,WEST  124 STREET,WEST  125 STREET,2,4,GLTR,Manhattan,10027
81348,WEST  130 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,6,PYCA,Manhattan,10027
81353,FRED DOUGLASS BOULEVARD,WEST  124 STREET,WEST  125 STREET,2,4,GLTR,Manhattan,10027
81359,WEST  130 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,1,GIBI,Manhattan,10027
81334,WEST  130 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,3,PRCE,Manhattan,10027
81342,WEST  130 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,3,4,PRCE,Manhattan,10027
81347,WEST  130 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,7,PYCA,Manhattan,10027
81352,WEST  130 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,7,PYCA,Manhattan,10027
81355,WEST  130 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,3,10,GIBI,Manhattan,10027
81360,WEST  130 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,3,8,GIBI,Manhattan,10027
81365,WEST  130 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,1,4,PYCA,Manhattan,10027
81367,FRED DOUGLASS BOULEVARD,WEST  124 STREET,WEST  125 STREET,2,4,GLTR,Manhattan,10027
81364,FRED DOUGLASS BOULEVARD,WEST  124 STREET,WEST  125 STREET,2,4,GLTR,Manhattan,10027
81366,WEST  130 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,10,GIBI,Manhattan,10027
81370,WEST  130 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,11,ZESE,Manhattan,10027
81375,WEST  130 STREET,ADAM C POWELL BOULEVARD,LENOX AVENUE,2,4,GIBI,Manhattan,10027
